filename,audio_data_mean,audio_data_var,zcr_mean,zcr_var,sc_mean,sc_var,srolloff_mean,srolloff_var,mfcc_mean,mfcc_var,chroma_mean,chroma_var,scale
tizita109.wav,1.2278944e-05,0.053789236,0.03598066475854384,0.03468605652207711,1054.9434946378879,142558.62317315122,2216.344931398752,851000.4417440591,-0.038415905,2540.0398,0.3130727,0.08485554,Tizita
tizita110.wav,-2.1450798e-07,0.021252794,0.03257416655704788,0.031513090230161585,989.937611535432,168327.61977855556,2049.8126050636124,1211057.0106386016,-3.3552005,4450.125,0.33119988,0.08897351,Tizita
tizita111.wav,-6.064335e-06,0.0116728,0.08371095114328611,0.07670342780197248,1489.2851947605957,80456.64739758316,2998.8401997569176,309440.63846216205,-4.3557796,3014.538,0.31647086,0.09018719,Tizita
tizita112.wav,-1.6312571e-05,0.014831226,0.06872220870797593,0.06399946673827334,1686.8117016069425,229872.21572000213,3604.196896298579,533492.2434021034,-3.4468164,2437.0176,0.32505882,0.09405396,Tizita
tizita113.wav,-1.2231097e-05,0.010358403,0.08539378847052313,0.07810168936117469,1920.1448550120645,366773.55065249326,3826.410195554373,817988.2446663004,-5.205996,2531.2036,0.33336174,0.09072365,Tizita
tizita114.wav,3.63342e-05,0.011664746,0.09239275880994824,0.08385633692943496,2009.0402029249194,442177.0032915929,4011.750741492115,997836.4237222791,-4.861669,2310.7751,0.31724066,0.092101455,Tizita
tizita115.wav,3.851407e-06,0.013660767,0.08253160422931947,0.07572013853265447,1897.6161714477691,371809.7284767839,3886.0348350123354,908325.0756957474,-4.211475,2283.427,0.3168691,0.09474809,Tizita
tizita116.wav,2.3060606e-05,0.010279407,0.09276077920625879,0.08415621704730651,1786.863665357662,316091.2766402721,3743.404974351073,780856.5112214931,-5.195179,3024.5022,0.28325745,0.09126787,Tizita
tizita117.wav,-2.1420776e-05,0.011431403,0.0669642249649598,0.06248001753980202,1633.1914626269313,134098.94295780282,3677.7194280004355,430300.91069556924,-4.351282,2866.0415,0.27491587,0.093292475,Tizita
tizita118.wav,-4.6851983e-06,0.0141041875,0.05382811472323903,0.05093064878858086,1579.423221367629,74441.5240552537,3626.3447386561534,257702.56062854393,-3.0881724,2681.3455,0.31864417,0.09425845,Tizita
tizita119.wav,6.303002e-06,0.01717112,0.09162315934942386,0.08322835602025393,1938.343851230202,296696.7641180536,3775.6938355625966,735419.0768493534,-4.240031,2075.9033,0.31109387,0.091400586,Tizita
tizita120.wav,1.683322e-05,0.011121476,0.0709084947866067,0.06588048015370447,1763.6440842548723,264210.50364998117,3675.8909716683584,735309.2997723216,-4.8034387,2681.4014,0.31823808,0.09205605,Tizita
tizita121.wav,8.3535866e-07,0.026147213,0.058137266908886376,0.054757325105251275,1106.5018565635019,186824.18748534026,1992.7379501862422,1370474.4566401339,-4.919599,3496.1482,0.30699983,0.093306385,Tizita
tizita122.wav,1.9967256e-05,0.020696824,0.05922135887980187,0.055714189532231576,1142.8253958275204,240825.48221387388,2060.0542098006968,1573419.024221087,-4.754418,3616.9524,0.30287305,0.09610597,Tizita
tizita123.wav,4.8844337e-05,0.02158585,0.056197392433733555,0.0530392455173825,1075.2258025247534,104454.6552654716,1887.3052543899962,618059.9706070081,-4.663248,3631.3315,0.29888892,0.095522605,Tizita
tizita124.wav,2.4573032e-05,0.013413729,0.05556671949813629,0.05247905918235172,991.0620514113947,89719.51963130086,1607.3878312608758,458045.6877791226,-4.686481,4381.4966,0.29087156,0.09435455,Tizita
